2
433 6546
881 1399
225 1501
581 1030
1581 1430
800 1328
615 1308
295 1391
470 1579
216 1281
996 1593
10 1093
1252 889
235 420
805 828
1007 1436
447 1381
84 730
400 1331
791 15
410 1450
1102 729
870 224
18 1326
1342 1391
569 701
191 919
92 144
142 1160
1058 1013
1032 586
423 1267
943 773
17 1293
231 1335
155 869
480 350
854 660
206 855
